Taxon,EPBC Act listed,NSW listed,WA listed,VIC listed,SA listed,QLD listed,TAS listed,ACT listed,Endemic NSW,Endemic SA,Endemic WA,Endemic VIC,Endemic QLD,Endemic TAS,Endemic ACT,All other taxa,Proportion of range map burnt,Proportion of SNES range map burnt (EPBC Act species only) ,Proportion of point locations burnt,high fire frequency ranking,cumulative fire risk ranking
Hakea verrucosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.032425008,NA,0,LOW,LOW
Hakea victoria,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.027331296,NA,0,LOW,HIGH
Hakea vittata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.033471087,NA,0.116129032,LOW,DD
Halfordia kendack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013159595,NA,0.021634615,LOW,DD
Halgania anagalloides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02824186,NA,0.024096386,LOW,DD
Halgania anagalloides var. Southern (A.E.Orchard 1609),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.159828,NA,0.125,LOW,DD
Halgania andromedifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029870729,NA,0.034090909,LOW,DD
Halgania argyrophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.36E-04,NA,0,LOW,DD
Halgania bebrana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Halgania brachyrhyncha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04655215,NA,0.148148148,LOW,DD
Halgania corymbosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.102138159,NA,0,LOW,DD
Halgania cyanea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006475189,NA,0.016248154,LOW,DD
Halgania cyanea (rough-haired variant),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Halgania cyanea var. Allambi Stn (B.W.Strong 676),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008239678,NA,0.014388489,LOW,DD
Halgania cyanea var. Charleville (R.W.Purdie+ 111),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015916425,NA,0.025316456,LOW,DD
Halgania cyanea var. cyanea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.051052295,NA,0,LOW,DD
Halgania cyanea var. Rough-haired (C.R.Alcock 11123),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.013621337,NA,0,NONE,DD
Halgania erecta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00247289,NA,0.007633588,LOW,DD
Halgania glabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Halgania gustafsenii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.72E-04,NA,0,LOW,DD
Halgania gustafsenii var. Mid West (G.Perry 370),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Halgania gustafsenii var. Murchison (R.Meissner & B.Bayliss 743),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Halgania integerrima,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026319455,NA,0.085106383,LOW,DD
Halgania lavandulacea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.049369943,NA,0.098360656,LOW,DD
Halgania littoralis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.39E-04,NA,0.025641026,LOW,DD
Halgania sericiflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.75E-04,NA,0,NONE,DD
Halgania solanacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.86E-07,NA,0,NONE,DD
Halgania solanacea var. Mt Doreen (G.M.Chippendale 4206),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.68E-08,NA,0,NONE,DD
Halgania solanacea var. Rabbit Flat (T.M.Orr 81),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Halgania sp. A Kimberley Flora (H.A.Johnson 5123),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Halgania sp. Peak Eleanora (M.A.Burgman 3547 B),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.082210938,NA,0,LOW,DD
Halgania sp. Wongan Hills (K.F.Kenneally 2393),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00124389,NA,0,LOW,DD
Halodule pinifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Halodule tridentata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Halodule uninervis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001371928,NA,0,LOW,DD
Halophila australis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.041124727,NA,0.017241379,LOW,DD
Halophila capricorni,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Halophila decipiens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055066415,NA,0.012820513,LOW,DD
Halophila minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006028093,NA,0,LOW,DD
Halophila ovalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.109657422,NA,0,LOW,DD
Halophila spinulosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010830078,NA,0.010204082,LOW,DD
Halophila tricostata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00777022,NA,0,LOW,DD
Haloragis aculeolata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis acutangula,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014740044,NA,0.037383178,LOW,DD
Haloragis acutangula f. acutangula,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014396038,NA,0,LOW,DD
Haloragis acutangula f. annulata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.93E-04,NA,0,NONE,DD
Haloragis acutangula f. dentata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.70E-04,NA,0,NONE,DD
Haloragis acutangula f. inflata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007130855,NA,0,LOW,DD
Haloragis acutangula f. obturbinata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.93E-04,NA,0,NONE,DD
Haloragis acutangula f. pyramidata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001013342,NA,0,NONE,DD
Haloragis acutangula f. semiangulata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001897742,NA,0,NONE,DD
Haloragis acutangula f. stellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.031271473,NA,0,LOW,DD
Haloragis acutangula f. subacutangula,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.00E-04,NA,0,NONE,DD
Haloragis acutangula f. tetraglebosa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.038958825,NA,0.058823529,LOW,DD
Haloragis acutangula f. tetraptera,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007612098,NA,0.013157895,LOW,DD
Haloragis acutangula f. turbinata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04274769,NA,0.047619048,LOW,DD
Haloragis aspera,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.86E-04,NA,0.005420054,LOW,DD
Haloragis brownii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Haloragis digyna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.044266876,NA,0.04,LOW,DD
Haloragis dura,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.145833333,NA,0.137931035,LOW,DD
Haloragis eichleri,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.047831883,NA,0.173913044,MEDIUM,DD
Haloragis exalata,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260823074,NA,0.142857143,MEDIUM,DD
Haloragis exalata subsp. exalata,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.164070413,0.404880042,0,LOW,DD
Haloragis exalata subsp. velutina,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.174323555,0.600098784,0.555555556,MEDIUM,DD
Haloragis exalata var. exalata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.340271749,NA,0.2,LOW,DD
Haloragis exalata var. laevis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis eyreana,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.59E-04,0,0,NONE,NONE
Haloragis foliosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis glauca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.97E-04,NA,0,LOW,DD
Haloragis glauca f. glauca,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.92E-04,NA,0,LOW,DD
Haloragis glauca f. sclopetifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.78E-04,NA,0,LOW,DD
Haloragis gossei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.36E-04,NA,0,LOW,DD
Haloragis gossei var. gossei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Haloragis gossei var. inflata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis hamata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.107942673,NA,0.02173913,LOW,DD
Haloragis heterophylla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.063001394,NA,0.065491184,LOW,DD
Haloragis maierae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis milesiae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.262942708,NA,0.083333333,LOW,DD
Haloragis myriocarpa,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.100291302,NA,0,LOW,DD
Haloragis odontocarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.51E-05,NA,0,LOW,LOW
Haloragis odontocarpa f. octoforma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-04,NA,0,LOW,LOW
Haloragis odontocarpa f. odontocarpa,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis odontocarpa f. pterocarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.22E-04,NA,0,LOW,LOW
Haloragis odontocarpa f. rugosa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-04,NA,0,LOW,LOW
Haloragis platycarpa,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.32E-04,0,0,NONE,NONE
Haloragis scoparia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haloragis serra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.145772659,NA,0.245614035,LOW,DD
Haloragis sp. Parrot Ridge (G.J.Keighery 11563),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.431250006,NA,0,LOW,DD
Haloragis stricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.76E-04,NA,0,LOW,DD
Haloragis trigonocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006188491,NA,0.024154589,LOW,DD
Haloragis uncatipila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Haloragodendron baeuerlenii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.541162771,NA,0.388888889,MEDIUM,DD
Haloragodendron gibsonii,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.784375001,NA,1,LOW,DD
Haloragodendron glandulosum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.094000647,NA,0.138888889,LOW,DD
Haloragodendron lucasii,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.37E-04,0.647481012,0,HIGH,DD
Haloragodendron monospermum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.38110227,NA,0.743589744,MEDIUM,DD
Haloragodendron racemosum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.050226642,NA,0,LOW,DD
Halosarcia lepidosperma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Hanguana malayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hannafordia bissillii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44E-05,NA,0,LOW,LOW
Hannafordia bissillii subsp. bissillii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002768867,NA,0.007246377,LOW,MEDIUM
Hannafordia bissillii subsp. latifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036814143,NA,0.013157895,LOW,DD
Hannafordia quadrivalvis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Hannafordia quadrivalvis subsp. quadrivalvis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.46E-04,NA,0,LOW,DD
Hannafordia quadrivalvis subsp. recurva,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hannafordia shanesii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004269603,NA,0.031746032,LOW,DD
Hanslia ormocarpoides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005958843,NA,0,LOW,DD
Haplopteris elongata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00867282,NA,0.034246575,LOW,DD
Haplopteris ensiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.067662371,NA,0.023076923,LOW,LOW
Haplostichanthus submontanus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Haplostichanthus submontanus subsp. sessiliflorus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Haplostichanthus submontanus subsp. submontanus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Haptotrichion colwillii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Haptotrichion conicum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hardenbergia comptoniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014658825,NA,0.012,LOW,DD
Hardenbergia perbrevidens,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00442773,NA,0,LOW,DD
Hardenbergia sp. Mt. Mulligan (J.R.Clarkson 5775),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hardenbergia violacea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.096552461,NA,0.086734694,LOW,DD
Harmogia densifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.092125174,NA,0.134529148,LOW,DD
Harmsiodoxa blennodioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001182183,NA,0.003278689,LOW,LOW
Harmsiodoxa brevipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007994984,NA,0,LOW,LOW
Harmsiodoxa brevipes var. brevipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006172086,NA,0.008849558,LOW,LOW
Harmsiodoxa brevipes var. major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.43E-04,NA,0,LOW,LOW
Harmsiodoxa puberula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.89E-05,NA,0,LOW,LOW
Harmsiodoxa sp. Eremaean (A.S.George 3894),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Harnieria hygrophiloides,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046189848,NA,0.034285714,LOW,MEDIUM
Harnieria kempeana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Harnieria kempeana subsp. kempeana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Harnieria kempeana subsp. muelleri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Harnieria kempeana subsp. rhadinophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Harnieria sp. Lornesleigh (E.J.Thompson+ CHA75),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Harnieria sp. Mt Garnet (R.J.Myers AQ6301),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Harpullia alata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.095970139,NA,0.104166667,LOW,DD
Harpullia arborea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001197263,NA,0,LOW,DD
Harpullia frutescens,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Harpullia hillii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.100206386,NA,0.1,LOW,DD
Harpullia leichhardtii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Harpullia pendula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.039132882,NA,0.005988024,LOW,DD
Harpullia ramiflora,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Harpullia rhyticarpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005715477,NA,0,LOW,DD
Harrisonia brownii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hedraianthera porphyropetala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06324243,NA,0.012121212,LOW,DD
Hedycarya angustifolia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.169098741,NA,0.423295455,LOW,DD
Hedycarya loxocarya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001897062,NA,0,LOW,DD
Hedyotis auricularia var. melanesica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004815444,NA,0,LOW,LOW
Hedyotis galioides,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Hedyotis novoguineensis,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hedyotis philippensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hedyotis radicans,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007108919,NA,0,LOW,DD
Helichrysum calvertianum,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.189453125,NA,0,LOW,DD
Helichrysum leucopsideum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061186707,NA,0.047690015,LOW,DD
Helichrysum oligochaetum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helichrysum pumilum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001399141,NA,0,NONE,DD
Helichrysum pumilum var. pumilum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00118713,NA,0,NONE,DD
Helichrysum pumilum var. spathulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001975183,NA,0,NONE,DD
Helicia australasica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.96E-04,NA,0,LOW,DD
Helicia blakei,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicia ferruginea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024125933,NA,0.024390244,LOW,DD
Helicia glabriflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103093393,NA,0.037593985,LOW,DD
Helicia grayi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicia lamingtoniana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007577221,NA,0,LOW,DD
Helicia lewisensis,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicia nortoniana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006119969,NA,0,LOW,DD
Helicia recurva,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicteres angustifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres cana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres cana subsp. cana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres cana subsp. latifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres darwinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres flagellaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres hirsuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres integrifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres integrifolia subsp. dentata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres integrifolia subsp. integrifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres isora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres kombolgiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres macrothrix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE
Helicteres procumbens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres rhynchocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres semiglabra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001339903,NA,0,LOW,DD
Helicteres serpens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres sp. Bachsten Creek (R.L.Barrett & M.D.Barrett RLB 3808),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Beverley Springs (R.L.Barrett 750),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Helicteres sp. Bulimba Station (P.I.Forster PIF14740),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Carson River (I.Cowie & Wendell IC 4232),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Doongan (R.L.Barrett RLB 4951),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Heathlands (R.W.Johnson 5134),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Manning Peak (K.F.Kenneally 10266 & B.P.M.Hyland),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Mertens Falls (K.F.Kenneally 7887),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Mitchell Plateau (P.A.Fryxell & L.A.Craven 4050),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Mt Shadforth (I.R.Telford 11609),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helicteres sp. Normanby River (J.R.Clarkson +7697),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Helicteres sphaerotheca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Helicteres tenuipila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliophila sp. Gunyidi (R.G.Rees 42),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Heliotropium aenigmatum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium aequoreum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium albrechtii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium alcyonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium ammophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.93E-05,NA,0,LOW,LOW
Heliotropium amnis-edith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium apertum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium arenitense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium argyreum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium asperrimum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011080532,NA,0.016216216,LOW,LOW
Heliotropium ballii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium brachygyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007523459,NA,0,LOW,LOW
Heliotropium brachythrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium bracteatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium calvariavis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium chrysocarpum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium collinum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.48E-04,NA,0,LOW,DD
Heliotropium conocarpum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
